Component,Core Cycles,System Cycles,Kernel Cycles,User Cycles,Kernel Entries,Schedules,Core CPU Util,Core Kernel CPU Util,Core User CPU Util,Linux User %,Linux Kernel %,Linux Idle %,Linux Samples
serial_virt_rx,93819356307,0,0,0,0,0,0.0,0.0,0.0
net_driver_vm,93819356307,5521625110,4028376931,1493248179,2496139,1055751,5.89,4.29,1.59
net_virt_tx,93819356307,795758500,159889529,635868971,66727,66727,0.85,0.17,0.68
net_virt_rx,93819356307,962296736,222014548,740282188,168388,107582,1.03,0.24,0.79
client0,93819356307,1202777854,72540238,1130237616,36104,35343,1.28,0.08,1.2
client0_net_copier,93819356307,649453090,86106892,563346198,84149,52587,0.69,0.09,0.6
client1,93819356307,2726838,369825,2357013,424,394,0.0,0.0,0.0
client1_net_copier,93819356307,5879525,1676706,4202819,942,899,0.01,0.0,0.0
timer_driver,93819356307,374129947,95301374,278828573,108236,104908,0.4,0.1,0.3
linux,93819356307,83802999660,1697212140,82105787520,814535,814532,89.32,1.81,87.51

TEST 12: 21.0Mb/s
CORE 0 TOTAL,90537127298,90038485471,4989685156,85048800315,2906081,1758824,99.45,5.51,93.94
serial_driver,90537127298,294665,89767,204898,46,44,0.0,0.0,0.0
serial_virt_tx,90537127298,286659,155656,131003,86,86,0.0,0.0,0.0
serial_virt_rx,90537127298,0,0,0,0,0,0.0,0.0,0.0
net_driver_vm,90537127298,4280889697,3122184735,1158704962,1895937,822235,4.73,3.45,1.28
net_virt_tx,90537127298,670177017,94091854,576085163,36912,36912,0.74,0.1,0.64
net_virt_rx,90537127298,858017797,168979988,689037809,124770,79202,0.95,0.19,0.76
client0,90537127298,1089677676,43318210,1046359466,22054,21317,1.2,0.05,1.16
client0_net_copier,90537127298,598499538,61149803,537349735,55423,38061,0.66,0.07,0.59
client1,90537127298,2963832,384380,2579452,419,389,0.0,0.0,0.0
client1_net_copier,90537127298,6278944,1785512,4493432,963,908,0.01,0.0,0.0
timer_driver,90537127298,305501840,92568589,212933251,87927,78127,0.34,0.1,0.24
linux,90537127298,82225897806,1404976662,80820921144,681089,681087,90.82,1.55,89.27

TEST 13: 22.0Mb/s
CORE 0 TOTAL,87563923778,87060526874,3784240404,83276286470,2141058,1337232,99.43,4.32,95.1
serial_driver,87563923778,290399,88084,202315,43,43,0.0,0.0,0.0
serial_virt_tx,87563923778,283517,156235,127282,87,87,0.0,0.0,0.0
serial_virt_rx,87563923778,0,0,0,0,0,0.0,0.0,0.0
net_driver_vm,87563923778,3213697840,2341887080,871810760,1378450,619989,3.67,2.67,1.0
net_virt_tx,87563923778,592216415,56786240,535430175,20672,20672,0.68,0.06,0.61
net_virt_rx,87563923778,724138413,97240084,626898329,67640,44276,0.83,0.11,0.72
client0,87563923778,1038403341,28067937,1010335404,14697,13990,1.19,0.03,1.15
client0_net_copier,87563923778,549762741,36916674,512846067,31183,21282,0.63,0.04,0.59
client1,87563923778,2025775,343367,1682408,376,354,0.0,0.0,0.0
client1_net_copier,87563923778,2680590,722491,1958099,368,341,0.0,0.0,0.0
timer_driver,87563923778,224271856,77778116,146493740,64575,53231,0.26,0.09,0.17
linux,87563923778,80712755987,1144254096,79568501891,562523,562522,92.18,1.31,90.87

TEST 14: 23.0Mb/s
CORE 0 TOTAL,86721506792,86137748117,3230457638,82907290479,1788482,1140136,99.33,3.73,95.6
serial_driver,86721506792,299896,93617,206279,44,43,0.0,0.0,0.0
serial_virt_tx,86721506792,292663,158386,134277,87,86,0.0,0.0,0.0
serial_virt_rx,86721506792,0,0,0,0,0,0.0,0.0,0.0
net_driver_vm,86721506792,2750425389,2006077945,744347444,1152952,531410,3.17,2.31,0.86
net_virt_tx,86721506792,546305762,38713834,507591928,13573,13573,0.63,0.04,0.59
net_virt_rx,86721506792,654915682,62388081,592527601,42067,26950,0.76,0.07,0.68
client0,86721506792,1011105196,23629049,987476147,12475,11842,1.17,0.03,1.14
client0_net_copier,86721506792,529944368,24119093,505825275,18915,13155,0.61,0.03,0.58
client1,86721506792,2542152,510901,2031251,507,485,0.0,0.0,0.0
client1_net_copier,86721506792,2123854,537947,1585907,273,240,0.0,0.0,0.0
timer_driver,86721506792,151621007,50691610,100929397,42093,36855,0.17,0.06,0.12
linux,86721506792,80488172148,1023537175,79464634973,503786,503786,92.81,1.18,91.63

TEST 15: 24.0Mb/s
CORE 0 TOTAL,86278869937,85526125309,2913948569,82612176740,1603691,1026986,99.13,3.38,95.75
serial_driver,86278869937,299003,91826,207177,43,43,0.0,0.0,0.0
serial_virt_tx,86278869937,283915,154761,129154,87,86,0.0,0.0,0.0
serial_virt_rx,86278869937,0,0,0,0,0,0.0,0.0,0.0
net_driver_vm,86278869937,2465546563,1795836204,669710359,1026339,473615,2.86,2.08,0.78
net_virt_tx,86278869937,547060133,37293821,509766312,12702,12702,0.63,0.04,0.59
net_virt_rx,86278869937,643544722,55078931,588465791,36035,23682,0.75,0.06,0.68
client0,86278869937,1015464522,21029156,994435366,11271,10605,1.18,0.02,1.15
client0_net_copier,86278869937,525585319,21770745,503814574,17061,11382,0.61,0.03,0.58
client1,86278869937,1990719,414219,1576500,445,423,0.0,0.0,0.0
client1_net_copier,86278869937,1519184,401499,1117685,196,170,0.0,0.0,0.0
timer_driver,86278869937,142786828,48914895,93871933,38831,33597,0.17,0.06,0.11
linux,86278869937,80182044401,932962512,79249081889,458798,458797,92.93,1.08,91.85

TEST 16: 25.0Mb/s
CORE 0 TOTAL,87208578941,86716663744,3381494700,83335169044,1870451,1195201,99.44,3.88,95.56
serial_driver,87208578941,304617,92692,211925,45,43,0.0,0.0,0.0
serial_virt_tx,87208578941,291055,157391,133664,86,86,0.0,0.0,0.0
serial_virt_rx,87208578941,0,0,0,0,0,0.0,0.0,0.0
net_driver_vm,87208578941,2880428749,2100767068,779661681,1205341,556839,3.3,2.41,0.89
net_virt_tx,87208578941,546509334,37337129,509172205,12477,12477,0.63,0.04,0.58
net_virt_rx,87208578941,663706432,66991751,596714681,44583,29545,0.76,0.08,0.68
client0,87208578941,1006539678,20280940,986258738,10915,10251,1.15,0.02,1.13
client0_net_copier,87208578941,530317257,24723068,505594189,19782,13978,0.61,0.03,0.58
client1,87208578941,2381182,407739,1973443,413,390,0.0,0.0,0.0
client1_net_copier,87208578941,2760703,723504,2037199,355,321,0.0,0.0,0.0
timer_driver,87208578941,147051221,49191811,97859410,40116,34933,0.17,0.06,0.11
linux,87208578941,80936373516,1080821607,79855551909,535466,535465,92.81,1.24,91.57

TEST 17: 26.0Mb/s
CORE 0 TOTAL,84854041381,84387512464,2311223894,82076288570,1257284,804502,99.45,2.72,96.73
serial_driver,84854041381,290206,86164,204042,43,43,0.0,0.0,0.0
serial_virt_tx,84854041381,283240,150115,133125,86,86,0.0,0.0,0.0
serial_virt_rx,84854041381,0,0,0,0,0,0.0,0.0,0.0
net_driver_vm,84854041381,1922541259,1395622252,526919007,790213,360380,2.27,1.64,0.62
net_virt_tx,84854041381,554312626,38574327,515738299,13169,13169,0.65,0.05,0.61
net_virt_rx,84854041381,632989456,47106999,585882457,31190,19904,0.75,0.06,0.69
client0,84854041381,1015768107,18517289,997250818,9833,9211,1.2,0.02,1.18
client0_net_copier,84854041381,521558626,18636683,502921943,15529,9504,0.61,0.02,0.59
client1,84854041381,1236772,330176,906596,361,348,0.0,0.0,0.0
client1_net_copier,84854041381,338160,91580,246580,51,37,0.0,0.0,0.0
timer_driver,84854041381,126072970,44364910,81708060,32798,27808,0.15,0.05,0.1
linux,84854041381,79612121042,747743399,78864377643,363391,363391,93.82,0.88,92.94

TEST 18: 27.0Mb/s
CORE 0 TOTAL,88202227969,87794768385,3743245910,84051522475,2090151,1332839,99.54,4.24,95.29
serial_driver,88202227969,290890,88844,202046,43,43,0.0,0.0,0.0
serial_virt_tx,88202227969,278035,149742,128293,89,87,0.0,0.0,0.0
serial_virt_rx,88202227969,0,0,0,0,0,0.0,0.0,0.0
net_driver_vm,88202227969,3210261477,2345173563,865087914,1359508,629050,3.64,2.66,0.98
net_virt_tx,88202227969,545167227,38403541,506763686,13509,13509,0.62,0.04,0.57
net_virt_rx,88202227969,663178905,69104275,594074630,46408,30511,0.75,0.08,0.67
client0,88202227969,1018893356,23191918,995701438,12284,11616,1.16,0.03,1.13
client0_net_copier,88202227969,530349248,25209274,505139974,19592,14215,0.6,0.03,0.57
client1,88202227969,1174602,331864,842738,367,357,0.0,0.0,0.0
client1_net_copier,88202227969,98264,30491,67773,21,11,0.0,0.0,0.0
timer_driver,88202227969,159462035,51502487,107959548,45191,40302,0.18,0.06,0.12
linux,88202227969,81665614346,1190059911,80475554435,592142,592140,92.59,1.35,91.24

TEST 19: 28.0Mb/s
CORE 0 TOTAL,88346028057,87846519814,3787665267,84058854547,2123633,1350156,99.43,4.29,95.15
serial_driver,88346028057,292943,87089,205854,44,43,0.0,0.0,0.0
serial_virt_tx,88346028057,278263,149604,128659,86,86,0.0,0.0,0.0
serial_virt_rx,88346028057,0,0,0,0,0,0.0,0.0,0.0
net_driver_vm,88346028057,3255835546,2377171135,878664411,1384137,638713,3.69,2.69,0.99
net_virt_tx,88346028057,544912448,39762947,505149501,14224,14224,0.62,0.05,0.57
net_virt_rx,88346028057,670904614,73060914,597843700,49491,32277,0.76,0.08,0.68
client0,88346028057,1034478194,26134448,1008343746,13464,12826,1.17,0.03,1.14
client0_net_copier,88346028057,533910536,28129407,505781129,21060,15676,0.6,0.03,0.57
client1,88346028057,1309058,370625,938433,415,408,0.0,0.0,0.0
client1_net_copier,88346028057,67719,18098,49621,14,7,0.0,0.0,0.0
timer_driver,88346028057,167603444,52239951,115363493,48578,43776,0.19,0.06,0.13
linux,88346028057,81636927049,1190541049,80446386000,590292,590291,92.41,1.35,91.06

TEST 20: 29.0Mb/s
CORE 0 TOTAL,87074146552,86605243199,3140855748,83464387451,1731546,1108642,99.46,3.61,95.85
serial_driver,87074146552,295827,91008,204819,45,44,0.0,0.0,0.0
serial_virt_tx,87074146552,288899,156282,132617,86,86,0.0,0.0,0.0
serial_virt_rx,87074146552,0,0,0,0,0,0.0,0.0,0.0
net_driver_vm,87074146552,2670124970,1948154406,721970564,1114445,515701,3.07,2.24,0.83
net_virt_tx,87074146552,545151845,36489855,508661990,12352,12352,0.63,0.04,0.58
net_virt_rx,87074146552,649212741,57498839,591713902,38022,24728,0.75,0.07,0.68
client0,87074146552,1015026133,19736175,995289958,10608,9950,1.17,0.02,1.14
client0_net_copier,87074146552,525767032,22069218,503697814,17018,11830,0.6,0.03,0.58
client1,87074146552,1928465,458014,1470451,444,435,0.0,0.0,0.0
client1_net_copier,87074146552,1208627,327184,881443,204,159,0.0,0.0,0.0
timer_driver,87074146552,139229978,46479690,92750288,38206,33241,0.16,0.05,0.11
linux,87074146552,81057008682,1009395077,80047613605,498998,498997,93.09,1.16,91.93

TEST 21: 30.0Mb/s
CORE 0 TOTAL,85524081651,85186599464,2731316319,82455283145,1493889,959883,99.61,3.19,96.41
serial_driver,85524081651,297895,90547,207348,44,44,0.0,0.0,0.0
serial_virt_tx,85524081651,290720,157090,133630,86,86,0.0,0.0,0.0
serial_virt_rx,85524081651,0,0,0,0,0,0.0,0.0,0.0
net_driver_vm,85524081651,2300287061,1674641446,625645615,951933,439956,2.69,1.96,0.73
net_virt_tx,85524081651,543088219,35932214,507156005,11967,11967,0.64,0.04,0.59
net_virt_rx,85524081651,636410013,51122454,585287559,32940,21896,0.74,0.06,0.68
client0,85524081651,1022453216,20260905,1002192311,10844,10185,1.2,0.02,1.17
client0_net_copier,85524081651,522364185,21307406,501056779,16177,10860,0.61,0.02,0.59
client1,85524081651,1606195,445666,1160529,427,420,0.0,0.0,0.0
client1_net_copier,85524081651,536273,155724,380549,97,79,0.0,0.0,0.0
timer_driver,85524081651,134101603,46360350,87741253,36173,31193,0.16,0.05,0.1
linux,85524081651,80025164084,880842517,79144321567,432185,432180,93.57,1.03,92.54

Instructions,Data memory access,L1 d-cache misses
81505719535,39298796072,241433700,
